Id,SalePrice
1461,124322.5
1462,157222.1875
1463,188557.640625
1464,190146.203125
1465,179076.0625
1466,175683.59375
1467,174647.53125
1468,164217.65625
1469,185616.4375
1470,123218.03125
1471,190348.140625
1472,91310.1875
1473,95397.703125
1474,149732.96875
1475,126659.03125
1476,382719.25
1477,246935.9375
1478,283504.53125
1479,259238.96875
1480,523419.0
1481,336433.625
1482,208600.171875
1483,166814.6875
1484,162661.3125
1485,174109.71875
1486,190880.40625
1487,366730.25
1488,233186.0625
1489,207141.71875
1490,212835.40625
1491,190078.75
1492,93045.53125
1493,188917.8125
1494,319814.9375
1495,299887.5
1496,234000.75
1497,184462.6875
1498,154248.4375
1499,157053.90625
1500,146526.03125
1501,180507.953125
1502,145688.734375
1503,311257.875
1504,242809.328125
1505,231695.53125
1506,185645.46875
1507,249121.296875
1508,209769.609375
1509,167780.28125
1510,145159.09375
1511,142677.078125
1512,164705.75
1513,146019.234375
1514,158960.6875
1515,199283.15625
1516,157956.5
1517,161588.59375
1518,135007.265625
1519,210848.25
1520,133800.59375
1521,135015.125
1522,169334.71875
1523,115437.0625
1524,122770.070312
1525,128563.117188
1526,117771.023438
1527,103018.257812
1528,130180.359375
1529,149460.484375
1530,178718.125
1531,105237.640625
1532,99567.6015625
1533,149157.890625
1534,118823.5
1535,150475.359375
1536,107517.65625
1537,78744.5703125
1538,151375.515625
1539,195882.4375
1540,85362.625
1541,140497.21875
1542,137408.515625
1543,232287.359375
1544,73263.109375
1545,106635.984375
1546,126482.3125
1547,135877.078125
1548,136624.234375
1549,112092.8125
1550,143751.5625
1551,116913.257812
1552,140128.4375
1553,154377.640625
1554,117680.53125
1555,169281.921875
1556,78536.8984375
1557,105728.757812
1558,91283.28125
1559,68869.6953125
1560,127473.851562
1561,145578.875
1562,128768.898438
1563,121201.65625
1564,148511.0625
1565,150058.046875
1566,239414.71875
1567,77757.859375
1568,231648.25
1569,135336.375
1570,133540.921875
1571,120103.71875
1572,149086.78125
1573,243138.828125
1574,119238.96875
1575,225132.015625
1576,236607.390625
1577,191661.3125
1578,150704.5625
1579,145097.078125
1580,197667.265625
1581,150447.09375
1582,127250.601562
1583,321253.78125
1584,221258.546875
1585,142341.796875
1586,75590.9921875
1587,97405.34375
1588,153015.9375
1589,95756.4765625
1590,136641.953125
1591,98242.5546875
1592,115304.804688
1593,133820.125
1594,116313.609375
1595,100179.757812
1596,247539.78125
1597,188693.09375
1598,209874.265625
1599,183934.453125
1600,180768.421875
1601,62366.53125
1602,111869.828125
1603,88659.8203125
1604,260774.84375
1605,242554.5
1606,167318.8125
1607,163177.921875
1608,214617.65625
1609,194567.0625
1610,149554.875
1611,140196.46875
1612,165873.015625
1613,158241.328125
1614,127578.320312
1615,82215.8671875
1616,71044.09375
1617,88874.25
1618,122065.734375
1619,141193.546875
1620,176349.171875
1621,137944.609375
1622,140208.765625
1623,280475.90625
1624,208077.421875
1625,126740.46875
1626,162914.359375
1627,188988.09375
1628,267033.3125
