Id,SalePrice
1461,120248.482185
1462,157098.997822
1463,187182.296082
1464,190253.17412
1465,184800.324689
1466,172950.568036
1467,165982.23858
1468,165499.864358
1469,187617.925757
1470,124393.242551
1471,191259.885274
1472,94690.315722
1473,98402.1727574
1474,150283.442689
1475,129078.572778
1476,415387.609505
1477,255834.533146
1478,294309.715948
1479,253853.729811
1480,482586.267455
1481,314926.840837
1482,208732.067557
1483,172871.095274
1484,172354.314803
1485,172708.603253
1486,190743.941234
1487,382771.29101
1488,236968.625298
1489,213997.842999
1490,219906.934149
1491,188540.534473
1492,95513.7725713
1493,175468.064819
1494,306025.204774
1495,292141.44441
1496,237097.243696
1497,183217.354867
1498,162813.311655
1499,161358.361332
1500,149490.61619
1501,179361.268152
1502,143568.309102
1503,285891.570335
1504,232024.082891
1505,240660.478357
1506,175144.337681
1507,247252.806086
1508,197119.701647
1509,166099.042352
1510,143943.829717
1511,141002.328594
1512,158154.610171
1513,143418.097682
1514,177231.349274
1515,202045.117913
1516,173201.608341
1517,155407.969705
1518,131856.941044
1519,229826.675522
1520,137068.104773
1521,136025.493879
1522,163078.065597
1523,115903.416861
1524,124843.403501
1525,128784.877372
1526,119513.632488
1527,95267.2000335
1528,132574.249736
1529,150407.057481
1530,184502.035083
1531,92141.8188102
1532,95765.1479063
1533,138403.985469
1534,120852.229294
1535,146994.302965
1536,114514.542882
1537,67340.6326599
1538,173818.114061
1539,189263.349528
1540,91999.6666782
1541,147493.243115
1542,139262.570397
1543,216322.492375
1544,78134.9012919
1545,106674.506703
1546,132588.087038
1547,133246.71094
1548,136426.997161
1549,115704.122807
1550,146507.559548
1551,108080.426973
1552,140676.944203
1553,150878.97089
1554,113361.090651
1555,168250.821696
1556,77606.648775
1557,107258.419078
1558,94445.6720453
1559,64439.7707371
1560,128640.392972
1561,137747.226088
1562,127363.821385
1563,122725.282891
1564,152758.563046
1565,148565.122034
1566,233915.168699
1567,70611.5816143
1568,230729.034148
1569,135600.017355
1570,127084.342389
1571,118709.30734
1572,146457.071707
1573,249729.252111
1574,116325.045872
1575,218470.915805
1576,227845.221123
1577,197432.373214
1578,144561.003679
1579,142821.463085
1580,183032.781396
1581,157235.861506
1582,125864.267665
1583,329838.257008
1584,225965.971465
1585,140266.211362
1586,66088.302847
1587,100575.696025
1588,155104.115574
1589,94138.3889216
1590,132210.394872
1591,99424.5017374
1592,108839.692462
1593,122840.411853
1594,114561.837629
1595,106519.665544
1596,254932.892479
1597,197424.028571
1598,205054.476794
1599,167434.84846
1600,172141.447058
1601,61810.6616262
1602,112001.810887
1603,80533.0132673
1604,262161.628662
1605,244271.238557
1606,166620.104137
1607,154021.705856
1608,217657.152633
1609,197988.384565
1610,151506.20985
1611,145079.814335
1612,164459.891401
1613,162549.247809
1614,120073.044836
1615,85583.7948231
1616,74560.3726731
1617,88639.9023859
1618,120130.398256
1619,137178.386898
1620,158718.855796
1621,134118.572869
1622,140071.369944
1623,279428.8201
1624,208135.325642
1625,128457.585055
1626,167315.283722
1627,188605.30022
1628,276110.327025
1629,178163.045335
1630,411657.273251
1631,209395.160795
1632,246792.622454
1633,169726.825084
1634,191904.423034
1635,185197.143532
1636,159301.150453
1637,188113.77398
