Id,SalePrice
1461,119579.312871
1462,158195.478889
1463,181474.615162
1464,200462.720844
1465,199024.496911
1466,168910.0953
1467,175519.171396
1468,159759.703927
1469,193758.216954
1470,117172.114987
1471,192098.282063
1472,96905.3329292
1473,94019.3303179
1474,144495.629877
1475,105909.140957
1476,356815.098702
1477,254358.29467
1478,283901.657862
1479,286441.637003
1480,477124.443629
1481,330823.967602
1482,218676.949231
1483,179124.800401
1484,161158.279199
1485,193993.648446
1486,195810.47755
1487,327655.279268
1488,228560.602342
1489,191491.542658
1490,233441.504915
1491,198508.567219
1492,93682.1967638
1493,181142.309518
1494,291763.954726
1495,285667.184222
1496,228583.403497
1497,176183.572905
1498,170431.722045
1499,160024.833095
1500,153538.818924
1501,171593.732926
1502,144516.112231
1503,296524.870978
1504,240929.038978
1505,225201.312346
1506,192843.900572
1507,250808.970975
1508,198249.280553
1509,158679.362836
1510,142165.419649
1511,151678.336941
1512,176194.827225
1513,144905.359353
1514,156151.657846
1515,188274.0956
1516,158019.451169
1517,174787.238951
1518,133119.58493
1519,210949.041924
1520,124410.851658
1521,128059.910236
1522,179116.022677
1523,108545.63124
1524,120415.624005
1525,119997.482816
1526,112415.961553
1527,104460.619834
1528,136451.87839
1529,148259.414752
1530,182289.095561
1531,104253.470914
1532,96936.8663837
1533,156719.296688
1534,122741.034356
1535,151296.174145
1536,108426.83704
1537,63395.3567254
1538,155033.78555
1539,187985.116657
1540,96007.4623839
1541,137699.382098
1542,145490.431689
1543,190179.298061
1544,89235.3926641
1545,115324.642168
1546,139373.163281
1547,132746.836068
1548,140591.19527
1549,123977.180264
1550,130558.760015
1551,107382.593721
1552,132967.539617
1553,148240.226733
1554,114663.155139
1555,164655.690208
1556,83510.3078343
1557,105493.246992
1558,100076.42152
1559,59792.1419411
1560,134200.371785
1561,129418.194274
1562,129093.270948
1563,117061.023576
1564,157641.309838
1565,150620.068806
1566,242129.742793
1567,74622.1349557
1568,241083.347292
1569,126722.768569
1570,139771.604941
1571,126546.791258
1572,142467.175692
1573,239516.714669
1574,125055.984152
1575,234912.698419
1576,257695.588974
1577,181878.008385
1578,137072.956096
1579,152198.665328
1580,196813.490621
1581,155579.389206
1582,121046.099545
1583,301588.239254
1584,217773.853013
1585,134833.858506
1586,67995.8299009
1587,102715.142844
1588,151179.130126
1589,98085.2168922
1590,135886.818887
1591,90626.5537008
1592,111753.421575
1593,122755.852767
1594,115948.996292
1595,106428.217974
1596,221274.923169
1597,196195.741549
1598,234072.756313
1599,165584.102847
1600,163150.673276
1601,69123.998842
1602,114176.970919
1603,68243.294149
1604,253426.883941
1605,246026.738842
1606,170636.189313
1607,185512.543768
1608,219179.46139
1609,183864.807671
1610,150704.717982
1611,143865.988489
1612,172271.766319
1613,167126.989005
1614,124615.676934
1615,93309.9633349
1616,78323.7375471
1617,94583.9093547
1618,124028.746026
1619,137494.384401
1620,157947.522635
1621,140634.275073
1622,139816.373991
1623,259088.187529
1624,219941.337851
1625,118047.912605
1626,174253.43795
1627,192503.923628
1628,274254.442378
1629,179189.830955
1630,356962.839172
1631,231192.302832
1632,250110.386777
1633,172147.376564
1634,183830.464545
1635,176512.653847
1636,151067.04364
1637,203237.372841
1638,178459.515841
1639,187190.20861
1640,252884.22954
1641,177525.556648
1642,236575.512809
1643,214860.219913
1644,233542.232708
1645,196429.443067
1646,157964.741521
1647,154091.724693
1648,128036.721905
1649,141688.153476
1650,109861.246275
1651,122210.219684
1652,97580.0796831
1653,99728.7350372
1654,141900.577246
1655,129145.859897
1656,136212.436145
1657,143273.873674
1658,140119.227673
1659,112609.346467
1660,149222.760517
1661,417984.568547
1662,376525.699433
1663,363515.316721
1664,487109.588694
1665,293138.687741
1666,322873.36289
1667,372737.280451
1668,337815.822876
1669,294756.490047
1670,329255.688371
1671,269524.111004
1672,416040.244299
1673,293879.914091
1674,244802.951195
1675,201971.938355
1676,199285.364551
1677,225842.149977
1678,448062.891611
1679,369380.753137
1680,319444.232911
1681,234177.313695
1682,307694.57039
1683,187491.910506
1684,176775.444142
1685,174590.094485
1686,168864.835319
1687,172246.160399
1688,191899.485298
1689,193525.252766
1690,199319.83401
1691,187694.706273
1692,254514.076843
1693,168775.335071
1694,180368.915184
1695,163053.567892
1696,267464.978169
1697,168251.451325
1698,345020.676827
1699,307987.225054
1700,251980.241393
1701,272487.666882
1702,240936.335714
1703,237653.761631
1704,277240.91668
1705,235223.426608
1706,398236.955708
1707,205466.281983
1708,200926.47585
1709,271256.216764
1710,225094.311893
1711,271959.079299
1712,262380.819495
1713,269247.736805
1714,219313.771199
1715,206283.772689
1716,183672.742336
1717,176123.123643
1718,136134.997143
1719,208386.811088
1720,230310.365275
1721,161826.444231
1722,125166.094991
1723,154572.183845
1724,204790.071131
1725,234508.06025
1726,185110.621636
1727,155215.140853
1728,170869.350705
1729,169603.201328
1730,151090.243914
1731,118822.54177
1732,123333.636078
1733,112147.507754
1734,119114.709332
1735,125974.078692
1736,105908.170985
1737,299730.553832
1738,254141.469772
1739,239522.010117
1740,221396.586065
1741,192415.904277
1742,168157.599464
1743,180325.543426
1744,301841.593376
1745,229977.206765
1746,177675.895141
1747,212372.394611
1748,212840.288845
1749,138798.751977
1750,123987.804079
1751,257312.580952
1752,112832.767729
1753,153875.028169
1754,194247.194343
1755,161620.848646
1756,122222.127481
1757,119254.218784
1758,141499.358053
1759,154834.729385
1760,167512.061579
1761,152870.224018
1762,174607.29871
1763,186774.579193
1764,111725.091318
1765,172283.206346
1766,193571.411897
1767,236581.753322
1768,138188.548201
1769,174910.955966
1770,154891.488016
1771,122308.583632
1772,134379.656814
1773,121708.674908
1774,150292.989262
1775,143037.729952
1776,126180.138758
1777,105552.918434
1778,141185.7386
1779,119722.643869
1780,183075.215734
1781,126530.36637
1782,84272.6841683
1783,143037.829247
1784,106481.700432
1785,124490.695619
1786,138912.9955
1787,163147.751859
1788,59261.1838207
1789,99885.1929099
1790,77290.6795075
1791,184547.592009
1792,161927.989947
1793,126690.46212
1794,162132.71268
1795,137706.812475
1796,123371.138711
1797,117229.332154
1798,121345.22403
1799,110299.904357
1800,130849.984913
1801,123053.496566
1802,138488.642141
1803,146247.942786
1804,144115.568208
1805,135516.713353
1806,130516.034194
1807,138065.948995
1808,125685.188623
1809,121424.827412
1810,134650.492296
1811,90374.3300155
1812,96899.5223493
1813,124217.710809
1814,90829.0269543
1815,57308.0644244
1816,98783.3768299
1817,104804.752831
1818,138041.449026
1819,118930.693067
1820,49193.9772678
1821,115099.738183
1822,150618.619225
1823,42149.9238504
1824,132243.043271
1825,134079.816945
1826,103478.633318
1827,101130.886645
1828,136278.55275
1829,128797.447275
1830,146629.41883
1831,139420.852316
1832,76889.1104753
1833,138561.948679
1834,119079.002209
1835,122548.290902
1836,125066.976964
1837,91175.0212715
1838,130482.862208
1839,95101.2665536
1840,142483.957296
1841,139221.121706
1842,90447.3939156
1843,129331.384326
1844,139639.314441
1845,141879.65
1846,158272.131003
1847,165535.558681
1848,50302.052447
1849,110173.027627
1850,118535.318792
1851,160527.216708
1852,126545.790198
1853,121207.732127
1854,165757.878276
1855,150840.997588
1856,230862.880914
1857,131669.601496
1858,128307.598561
1859,114274.757177
1860,155275.752787
1861,113800.594512
1862,294040.490189
1863,274254.912721
1864,274361.671075
1865,336620.717982
1866,307932.072666
1867,225433.136673
1868,287597.114572
1869,205246.59814
1870,222556.412173
1871,250527.331713
1872,177786.24962
1873,253740.495804
1874,155711.703022
1875,199143.789454
1876,200803.538551
1877,210360.334347
1878,207837.781897
1879,126940.254608
1880,127579.884307
1881,249389.210515
1882,246918.289986
1883,184583.632861
1884,202467.192086
1885,237263.040359
1886,277045.456633
1887,219444.575051
1888,272295.709235
1889,173604.05219
1890,117192.752507
1891,134720.956616
1892,94228.8926443
1893,127394.053022
1894,126069.616025
1895,134372.637479
1896,126500.93614
1897,122004.941973
1898,112267.849611
1899,158849.326116
1900,154957.474824
1901,170812.8375
1902,157785.006563
1903,210804.761704
1904,143862.435227
1905,205820.196673
1906,151865.121488
1907,219808.366928
1908,106944.328245
1909,132968.81124
1910,116703.591569
1911,224456.21659
1912,343174.405629
1913,144607.236739
1914,53531.9875967
1915,281465.667505
1916,69411.224721
1917,245501.449349
1918,143639.48427
1919,188903.306919
1920,164110.259306
1921,360500.430191
1922,290392.735067
1923,244310.5535
1924,225068.491008
1925,196800.598683
1926,350284.061092
1927,135620.834097
1928,157411.943574
1929,130214.166709
1930,132210.255633
1931,144285.027036
1932,140637.872884
1933,182590.256481
1934,180931.420588
1935,171759.857667
1936,190019.998936
1937,187381.008583
1938,172002.09746
1939,242564.121907
1940,192381.595382
1941,169207.198843
1942,187007.436724
1943,217469.917091
1944,344090.773548
1945,370561.958607
1946,140059.660022
1947,301971.128877
1948,174470.32913
1949,248886.423891
1950,186628.281119
1951,249773.420765
1952,213183.493077
1953,162212.64331
1954,178626.871445
1955,139171.291495
1956,298241.204689
1957,152680.251074
1958,288032.524096
1959,145710.937249
1960,114658.3844
1961,115828.258208
1962,98392.0693414
1963,109347.587388
1964,102816.66381
1965,137883.303091
1966,128303.164732
1967,295590.595392
1968,399966.440247
1969,355373.2047
1970,389441.298212
1971,448937.385444
1972,369875.119484
1973,280256.501014
1974,320278.927301
1975,533786.853658
1976,274622.669874
1977,345554.331515
1978,344035.694888
1979,330439.625041
1980,216312.895721
1981,331422.174152
1982,223598.012667
1983,211662.191017
1984,172392.153004
1985,219691.572215
1986,209062.827403
1987,179731.608216
1988,174307.021223
1989,193696.432852
1990,207163.829684
1991,239828.121956
1992,213799.971839
1993,168006.332164
1994,226444.610555
1995,183521.382737
1996,247373.738568
1997,304066.735039
1998,311472.357022
1999,276113.409866
2000,313974.183468
2001,277363.954672
2002,231758.733667
2003,262399.731656
2004,290897.245939
2005,219608.557903
2006,223954.911974
2007,254177.369323
2008,219290.609281
2009,195715.963117
2010,199740.439263
2011,142097.608852
2012,171169.062773
2013,175370.299129
2014,184232.627926
2015,207693.68627
2016,191589.011352
2017,194208.052946
2018,111061.24316
2019,137008.619968
2020,107933.617818
2021,95143.9300865
2022,186281.818957
2023,145464.152084
2024,263506.160589
2025,356011.58187
2026,176196.032592
2027,161166.809608
2028,151515.515206
2029,166913.058777
2030,259862.049979
2031,228651.343489
