Id,SalePrice
1461,122563.370209
1462,161455.083452
1463,181758.953028
1464,196616.836857
1465,184379.997983
1466,176802.879948
1467,184218.086866
1468,166457.850924
1469,176798.428245
1470,126073.097302
1471,186621.598155
1472,94135.625924
1473,96192.4120896
1474,147831.652108
1475,115277.909405
1476,375502.878405
1477,243064.302686
1478,288826.618346
1479,263920.220155
1480,468520.056284
1481,320786.352554
1482,204493.489369
1483,175799.728019
1484,173216.662084
1485,180219.493444
1486,188750.813131
1487,355099.140961
1488,226625.784211
1489,210028.288458
1490,239700.89518
1491,192983.424681
1492,91704.5078181
1493,204671.080373
1494,299907.471503
1495,270476.292843
1496,260517.513558
1497,181506.079839
1498,167604.24221
1499,160457.456447
1500,152662.589184
1501,179650.453594
1502,158096.035729
1503,269547.575473
1504,248673.236547
1505,223136.569817
1506,175003.571598
1507,238731.870307
1508,203859.650591
1509,154132.756695
1510,147495.939043
1511,151268.00066
1512,168026.261296
1513,136668.771297
1514,144306.897867
1515,179214.634319
1516,146140.999731
1517,163635.420766
1518,133696.642328
1519,221671.920161
1520,137695.685998
1521,137229.290922
1522,177974.465236
1523,116014.583191
1524,116839.067659
1525,124220.814314
1526,111413.41218
1527,107290.555927
1528,127446.905251
1529,150999.783302
1530,171064.701252
1531,124131.136241
1532,94637.3500027
1533,149926.468557
1534,118972.65835
1535,144983.982838
1536,112141.568877
1537,72605.4293887
1538,144571.479934
1539,179459.013248
1540,94340.373749
1541,137284.225923
1542,135936.36845
1543,226451.487316
1544,82069.68465
1545,101599.332988
1546,130014.011164
1547,136839.383756
1548,133436.435932
1549,118516.415901
1550,145952.552663
1551,109735.084031
1552,151125.918358
1553,141957.477107
1554,116557.041375
1555,178858.488276
1556,94128.040788
1557,91035.1597737
1558,92269.7136508
1559,69149.358574
1560,134557.009614
1561,123972.501471
1562,133614.269662
1563,115046.64478
1564,157628.780561
1565,142753.679985
1566,237370.051584
1567,70284.1320839
1568,228878.285422
1569,141310.65411
1570,145647.741413
1571,119094.610892
1572,146872.363414
1573,254359.00956
1574,112223.388524
1575,235704.475681
1576,235203.922439
1577,207069.556807
1578,131695.219478
1579,145276.670087
1580,190220.775041
1581,148363.566211
1582,127004.712374
1583,329403.538401
1584,228967.038714
1585,140617.409841
1586,74760.1607682
1587,97159.3989551
1588,156086.659619
1589,97104.5821277
1590,130910.629561
1591,96511.0344016
1592,121294.594117
1593,129865.645027
1594,142094.164084
1595,120095.691921
1596,238877.558511
1597,196323.324602
1598,206834.907382
1599,181702.989265
1600,160137.206483
1601,69808.6947955
1602,111674.831721
1603,76477.8777572
1604,263621.792164
1605,224348.634575
1606,156767.942125
1607,143271.863832
1608,206214.909611
1609,196750.700157
1610,153684.048781
1611,135450.347498
1612,173789.581896
1613,169002.942875
1614,118378.412091
1615,91454.6713286
1616,75303.8692268
1617,85446.861648
1618,123992.417483
1619,152272.934992
1620,171194.641072
1621,131866.452893
1622,148564.639745
1623,269029.99441
1624,215127.045841
1625,118023.729982
1626,149073.916371
1627,189431.675258
1628,280173.823807
1629,173866.29357
1630,338921.692359
1631,214066.309583
1632,234572.905581
1633,168399.339834
1634,183258.039995
1635,177385.375901
1636,161375.805681
1637,209358.319729
1638,186204.052831
1639,183530.651533
